id,string,data,float64
10109,Dmitry,2026-11-10,505.281
10141,Dmitry,2026-11-09,910.909
10205,Dmitry,2026-11-09,243.501
10222,Dmitry,2026-11-03,439.698
10223,Dmitry,2026-11-10,77.8073
10262,Dmitry,2026-11-06,433.695
10279,Dmitry,2026-11-09,360.81
10300,Dmitry,2026-11-02,136.673
10306,Dmitry,2026-11-02,255.753
10340,Dmitry,2026-11-07,353.712
10363,Dmitry,2026-11-06,959.225
10380,Dmitry,2026-11-08,438.168
10419,Dmitry,2026-11-02,701.717
10528,Dmitry,2026-11-01,187.383
10533,Dmitry,2026-11-01,991.454
10631,Dmitry,2026-11-05,198.625
10639,Dmitry,2026-11-10,885.493
10666,Dmitry,2026-11-02,8.31223
10674,Dmitry,2026-11-07,852.411
10684,Dmitry,2026-11-10,914.574
10688,Dmitry,2026-11-06,222.752
10738,Dmitry,2026-11-03,779.62
10815,Dmitry,2026-11-04,686.985
10817,Dmitry,2026-11-09,996.988
10829,Dmitry,2026-11-09,30.1477
10834,Dmitry,2026-11-02,937.502
10854,Dmitry,2026-11-08,909.284
10857,Dmitry,2026-11-08,693.8
10947,Dmitry,2026-11-10,58.0952
10990,Dmitry,2026-11-06,986.692
11011,Dmitry,2026-11-01,776.203
11034,Dmitry,2026-11-01,986.415
11052,Dmitry,2026-11-02,714.69
11069,Dmitry,2026-11-05,834.406
11076,Dmitry,2026-11-02,699.855
11084,Dmitry,2026-11-04,559.774
11096,Dmitry,2026-11-02,341.88
11126,Dmitry,2026-11-07,106.395
11137,Dmitry,2026-11-04,703.482
11140,Dmitry,2026-11-05,313.057
11144,Dmitry,2026-11-01,849.007
11170,Dmitry,2026-11-08,812.071
11177,Dmitry,2026-11-03,30.0217
11267,Dmitry,2026-11-02,762.202
11288,Dmitry,2026-11-02,521.2
11294,Dmitry,2026-11-06,716.77
11303,Dmitry,2026-11-06,218.273
11335,Dmitry,2026-11-07,597.168
11336,Dmitry,2026-11-09,208.665
11337,Dmitry,2026-11-10,562.489
11368,Dmitry,2026-11-08,774.089
11449,Dmitry,2026-11-01,277.98
11462,Dmitry,2026-11-04,841.53
11465,Dmitry,2026-11-02,599.773
11472,Dmitry,2026-11-02,651.238
11502,Dmitry,2026-11-04,42.4105
11512,Dmitry,2026-11-01,200.1
11523,Dmitry,2026-11-09,120.376
11559,Dmitry,2026-11-05,400.028
11571,Dmitry,2026-11-07,980.969
11573,Dmitry,2026-11-02,710.355
11614,Dmitry,2026-11-05,731.275
11644,Dmitry,2026-11-10,997.216
11672,Dmitry,2026-11-02,737.183
11702,Dmitry,2026-11-08,825.623
11732,Dmitry,2026-11-07,916.206
11793,Dmitry,2026-11-09,515.9
11806,Dmitry,2026-11-08,125.352
11892,Dmitry,2026-11-10,666.903
11929,Dmitry,2026-11-01,557.983
11940,Dmitry,2026-11-09,829.249
11954,Dmitry,2026-11-09,69.8739
11960,Dmitry,2026-11-07,734.365
11967,Dmitry,2026-11-02,766.29
11971,Dmitry,2026-11-02,748.513
11973,Dmitry,2026-11-02,511.352
12042,Dmitry,2026-11-02,527.228
12056,Dmitry,2026-11-08,603.04
12058,Dmitry,2026-11-09,226.392
12074,Dmitry,2026-11-10,106.091
12076,Dmitry,2026-11-09,368.898
12083,Dmitry,2026-11-09,767.807
12118,Dmitry,2026-11-01,811.757
12142,Dmitry,2026-11-09,614.193
12152,Dmitry,2026-11-05,610.098
12153,Dmitry,2026-11-04,58.8888
12158,Dmitry,2026-11-04,485.726
12191,Dmitry,2026-11-08,515.434
12205,Dmitry,2026-11-07,14.7506
12233,Dmitry,2026-11-03,658.206
12291,Dmitry,2026-11-01,640.733
12304,Dmitry,2026-11-08,831.081
12308,Dmitry,2026-11-08,321.692
12345,Dmitry,2026-11-06,380.125
12363,Dmitry,2026-11-05,153.187
12367,Dmitry,2026-11-10,206.41
12535,Dmitry,2026-11-02,524.161
12557,Dmitry,2026-11-06,813.995
12616,Dmitry,2026-11-07,862.2
12658,Dmitry,2026-11-03,588.097
12663,Dmitry,2026-11-09,228.317
12686,Dmitry,2026-11-06,545.703
12694,Dmitry,2026-11-01,443.503
12696,Dmitry,2026-11-08,107.182
12724,Dmitry,2026-11-05,814.487
12785,Dmitry,2026-11-02,473.528
12797,Dmitry,2026-11-06,45.7642
12804,Dmitry,2026-11-08,282.257
12850,Dmitry,2026-11-07,723.89
12873,Dmitry,2026-11-09,133.017
12932,Dmitry,2026-11-03,539.397
12948,Dmitry,2026-11-09,578.721
12971,Dmitry,2026-11-01,951.599
12988,Dmitry,2026-11-04,599.012
12997,Dmitry,2026-11-06,70.4145
13008,Dmitry,2026-11-02,307.103
13053,Dmitry,2026-11-04,972.398
13059,Dmitry,2026-11-06,642.125
13080,Dmitry,2026-11-01,124.116
13145,Dmitry,2026-11-09,677.134
13226,Dmitry,2026-11-04,742.944
13289,Dmitry,2026-11-04,228.989
13308,Dmitry,2026-11-09,798.886
13344,Dmitry,2026-11-04,567.491
13512,Dmitry,2026-11-06,108.917
13554,Dmitry,2026-11-09,102.589
13569,Dmitry,2026-11-06,493.453
13725,Dmitry,2026-11-03,819.035
13730,Dmitry,2026-11-02,44.1631
13799,Dmitry,2026-11-02,298.985
13825,Dmitry,2026-11-03,688.595
13897,Dmitry,2026-11-04,340.168
13931,Dmitry,2026-11-07,307.512
13944,Dmitry,2026-11-05,392.618
13972,Dmitry,2026-11-01,344.098
13987,Dmitry,2026-11-05,942.749
14022,Dmitry,2026-11-01,811.706
14063,Dmitry,2026-11-10,99.3615
14079,Dmitry,2026-11-07,469.812
14094,Dmitry,2026-11-05,513.418
14104,Dmitry,2026-11-02,216.422
14143,Dmitry,2026-11-03,701.691
14149,Dmitry,2026-11-10,219.238
14195,Dmitry,2026-11-05,757.29
14236,Dmitry,2026-11-09,266.391
14252,Dmitry,2026-11-04,548.839
14260,Dmitry,2026-11-03,853.175
14357,Dmitry,2026-11-01,245.458
14368,Dmitry,2026-11-04,734.534
14418,Dmitry,2026-11-04,649.137
14453,Dmitry,2026-11-02,18.0581
14471,Dmitry,2026-11-06,93.0119
14477,Dmitry,2026-11-01,432.489
14501,Dmitry,2026-11-05,834.119
14527,Dmitry,2026-11-03,420.364
14572,Dmitry,2026-11-03,744.584
14598,Dmitry,2026-11-05,233.98
14683,Dmitry,2026-11-06,264.091
14686,Dmitry,2026-11-09,697.847
14689,Dmitry,2026-11-05,388.861
14695,Dmitry,2026-11-10,958.81
14732,Dmitry,2026-11-05,575.281
14738,Dmitry,2026-11-03,653.107
14749,Dmitry,2026-11-06,725.955
14755,Dmitry,2026-11-07,221.177
14758,Dmitry,2026-11-08,164.159
14767,Dmitry,2026-11-08,722.124
14771,Dmitry,2026-11-06,943.815
14836,Dmitry,2026-11-04,713.416
14841,Dmitry,2026-11-08,544.943
14844,Dmitry,2026-11-04,755.164
14846,Dmitry,2026-11-06,5.2708
14873,Dmitry,2026-11-07,806.554
14896,Dmitry,2026-11-05,413.99
14899,Dmitry,2026-11-03,664.213
14908,Dmitry,2026-11-09,717.723
14912,Dmitry,2026-11-10,534.292
14978,Dmitry,2026-11-01,693.834
15043,Dmitry,2026-11-08,143.184
15058,Dmitry,2026-11-02,776.415
15059,Dmitry,2026-11-02,308.771
15092,Dmitry,2026-11-09,34.0175
15121,Dmitry,2026-11-03,980.076
15146,Dmitry,2026-11-10,841.428
15156,Dmitry,2026-11-01,514.922
15191,Dmitry,2026-11-05,325.621
15204,Dmitry,2026-11-06,956.215
15246,Dmitry,2026-11-10,437.815
15248,Dmitry,2026-11-03,754.67
15286,Dmitry,2026-11-06,655.002
15330,Dmitry,2026-11-07,71.1276
15359,Dmitry,2026-11-01,128.957
15379,Dmitry,2026-11-10,956.222
15388,Dmitry,2026-11-03,759.069
15455,Dmitry,2026-11-07,166.311
15457,Dmitry,2026-11-04,875.885
15463,Dmitry,2026-11-02,939.205
15516,Dmitry,2026-11-05,195.249
15523,Dmitry,2026-11-07,958.715
15543,Dmitry,2026-11-03,245.425
15554,Dmitry,2026-11-09,152.089
15589,Dmitry,2026-11-02,529.071
15608,Dmitry,2026-11-09,117.997
15609,Dmitry,2026-11-02,497.812
15688,Dmitry,2026-11-10,720.447
15691,Dmitry,2026-11-02,552.395
15748,Dmitry,2026-11-06,820.645
15768,Dmitry,2026-11-02,476.248
15780,Dmitry,2026-11-06,628.1
15830,Dmitry,2026-11-06,118.326
15841,Dmitry,2026-11-03,447.68
15875,Dmitry,2026-11-03,94.1472
15935,Dmitry,2026-11-07,96.1124
15988,Dmitry,2026-11-10,886.373
16001,Dmitry,2026-11-02,826.957
16013,Dmitry,2026-11-01,298.437
16027,Dmitry,2026-11-05,159.479
16051,Dmitry,2026-11-05,767.676
16058,Dmitry,2026-11-04,66.3152
16120,Dmitry,2026-11-08,327.021
16143,Dmitry,2026-11-09,403.142
16154,Dmitry,2026-11-05,239.218
16277,Dmitry,2026-11-07,775.223
16339,Dmitry,2026-11-07,209.616
16356,Dmitry,2026-11-09,179.156
16389,Dmitry,2026-11-04,533.907
16391,Dmitry,2026-11-01,407.433
16414,Dmitry,2026-11-08,490.136
16437,Dmitry,2026-11-07,589.447
16465,Dmitry,2026-11-08,42.544
16550,Dmitry,2026-11-01,731.216
16624,Dmitry,2026-11-02,282.341
16626,Dmitry,2026-11-03,150.773
16662,Dmitry,2026-11-03,539.719
16735,Dmitry,2026-11-09,388.599
16738,Dmitry,2026-11-01,175.899
16742,Dmitry,2026-11-04,505.869
16754,Dmitry,2026-11-09,43.3941
16784,Dmitry,2026-11-07,207.675
16797,Dmitry,2026-11-02,213.729
16819,Dmitry,2026-11-10,731.344
16824,Dmitry,2026-11-01,668.114
16858,Dmitry,2026-11-01,332.067
16921,Dmitry,2026-11-06,889.206
16984,Dmitry,2026-11-10,906.363
17041,Dmitry,2026-11-03,0.0835213
17056,Dmitry,2026-11-07,651.37
17060,Dmitry,2026-11-10,828.314
17108,Dmitry,2026-11-06,795.656
17157,Dmitry,2026-11-04,19.1357
17207,Dmitry,2026-11-01,594.287
17212,Dmitry,2026-11-01,946.069
17220,Dmitry,2026-11-07,892.689
17269,Dmitry,2026-11-09,706.24
17345,Dmitry,2026-11-04,33.1478
17367,Dmitry,2026-11-06,27.1098
17372,Dmitry,2026-11-03,875.64
17469,Dmitry,2026-11-08,398.177
17651,Dmitry,2026-11-03,514.105
17670,Dmitry,2026-11-07,856.94
17675,Dmitry,2026-11-02,890.268
17725,Dmitry,2026-11-05,189.079
17726,Dmitry,2026-11-10,754.124
17759,Dmitry,2026-11-04,132.189
17880,Dmitry,2026-11-05,434.021
17904,Dmitry,2026-11-04,854.249
17940,Dmitry,2026-11-01,960.191
17942,Dmitry,2026-11-07,222.156
17973,Dmitry,2026-11-02,406.072
18005,Dmitry,2026-11-08,255.018
18032,Dmitry,2026-11-08,171.242
18033,Dmitry,2026-11-06,395.77
18044,Dmitry,2026-11-03,469.625
18068,Dmitry,2026-11-02,578.097
18129,Dmitry,2026-11-03,582.378
18174,Dmitry,2026-11-01,952.198
18177,Dmitry,2026-11-04,129.26
18195,Dmitry,2026-11-04,498.093
18249,Dmitry,2026-11-04,709.493
18251,Dmitry,2026-11-07,932.63
18273,Dmitry,2026-11-09,872.673
18296,Dmitry,2026-11-01,769.989
18306,Dmitry,2026-11-08,925.719
18316,Dmitry,2026-11-09,722.346
18328,Dmitry,2026-11-03,55.3734
18347,Dmitry,2026-11-05,111.896
18353,Dmitry,2026-11-05,813.613
18378,Dmitry,2026-11-05,604.081
18419,Dmitry,2026-11-05,866.911
18435,Dmitry,2026-11-05,464.507
18455,Dmitry,2026-11-03,987.337
18506,Dmitry,2026-11-05,791.574
18512,Dmitry,2026-11-10,720.032
18570,Dmitry,2026-11-02,1.32777
18571,Dmitry,2026-11-03,267.728
18582,Dmitry,2026-11-07,140.1
18599,Dmitry,2026-11-01,610.019
18601,Dmitry,2026-11-07,70.3798
18608,Dmitry,2026-11-03,157.785
18664,Dmitry,2026-11-05,608.481
18692,Dmitry,2026-11-01,15.4038
18719,Dmitry,2026-11-05,352.213
18757,Dmitry,2026-11-09,137.485
18758,Dmitry,2026-11-06,253.549
18792,Dmitry,2026-11-05,390.548
18862,Dmitry,2026-11-04,379.113
18870,Dmitry,2026-11-06,528.904
18895,Dmitry,2026-11-06,888.374
18931,Dmitry,2026-11-05,440.3
18981,Dmitry,2026-11-09,403.727
18996,Dmitry,2026-11-10,616.23
19025,Dmitry,2026-11-04,632.333
19033,Dmitry,2026-11-04,930.93
19038,Dmitry,2026-11-09,355.604
19078,Dmitry,2026-11-02,717.503
19168,Dmitry,2026-11-07,134.412
19204,Dmitry,2026-11-10,275.717
19266,Dmitry,2026-11-03,166.904
19352,Dmitry,2026-11-01,165.95
19363,Dmitry,2026-11-02,404.776
19396,Dmitry,2026-11-02,459.205
19404,Dmitry,2026-11-08,907.819
19423,Dmitry,2026-11-02,416.315
19432,Dmitry,2026-11-05,181.449
19447,Dmitry,2026-11-06,550.876
19458,Dmitry,2026-11-03,86.0278
19497,Dmitry,2026-11-02,464.302
19513,Dmitry,2026-11-07,343.687
19516,Dmitry,2026-11-10,837.729
19520,Dmitry,2026-11-07,915.862
19548,Dmitry,2026-11-05,407.427
19565,Dmitry,2026-11-03,694.281
19571,Dmitry,2026-11-08,545.526
19588,Dmitry,2026-11-09,11.6229
19597,Dmitry,2026-11-03,314.858
19611,Dmitry,2026-11-04,200.347
19628,Dmitry,2026-11-06,149.876
19638,Dmitry,2026-11-04,276.546
19664,Dmitry,2026-11-08,973.83
19694,Dmitry,2026-11-06,565.216
19705,Dmitry,2026-11-05,295.798
19708,Dmitry,2026-11-02,353.612
19714,Dmitry,2026-11-07,841.54
19785,Dmitry,2026-11-05,655.264
19831,Dmitry,2026-11-07,750.454
19923,Dmitry,2026-11-01,350.198
19936,Dmitry,2026-11-06,14.58
19986,Dmitry,2026-11-06,918.718
20003,Dmitry,2026-11-02,367.506
20026,Dmitry,2026-11-03,125.059
20030,Dmitry,2026-11-09,237.949
20040,Dmitry,2026-11-07,237.285
20061,Dmitry,2026-11-08,638.694
20063,Dmitry,2026-11-08,118.211
20072,Dmitry,2026-11-08,749.515
20103,Dmitry,2026-11-10,193.17
20104,Dmitry,2026-11-03,635.077
20111,Dmitry,2026-11-04,22.8593
20114,Dmitry,2026-11-01,313.295
20188,Dmitry,2026-11-09,51.8207
20225,Dmitry,2026-11-08,940.604
20335,Dmitry,2026-11-09,190.038
20350,Dmitry,2026-11-01,829.581
20365,Dmitry,2026-11-05,863.872
20373,Dmitry,2026-11-04,452.281
